geo,iso3,country,year,suicide,gvar,status,source
EL,GRC,Greece,1987,4.4545,0,never_treated,who_spliced
EL,GRC,Greece,1988,4.3131,0,never_treated,who_spliced
EL,GRC,Greece,1989,4.1963,0,never_treated,who_spliced
EL,GRC,Greece,1990,3.7448,0,never_treated,who_spliced
EL,GRC,Greece,1991,3.9014,0,never_treated,who_spliced
EL,GRC,Greece,1992,3.5197,0,never_treated,who_spliced
EL,GRC,Greece,1993,4.1879,0,never_treated,who_spliced
EL,GRC,Greece,1994,3.7,0,never_treated,eurostat
EL,GRC,Greece,1995,3.8,0,never_treated,eurostat
EL,GRC,Greece,1996,3.5,0,never_treated,eurostat
EL,GRC,Greece,1997,3.6,0,never_treated,eurostat
EL,GRC,Greece,1998,3.9,0,never_treated,eurostat
EL,GRC,Greece,1999,3.7,0,never_treated,eurostat
EL,GRC,Greece,2000,3.6,0,never_treated,eurostat
EL,GRC,Greece,2001,3.2,0,never_treated,eurostat
EL,GRC,Greece,2002,3.0,0,never_treated,eurostat
EL,GRC,Greece,2003,3.5,0,never_treated,eurostat
EL,GRC,Greece,2004,3.2,0,never_treated,eurostat
EL,GRC,Greece,2005,3.6,0,never_treated,eurostat
EL,GRC,Greece,2006,3.5,0,never_treated,eurostat
EL,GRC,Greece,2007,2.9,0,never_treated,eurostat
EL,GRC,Greece,2008,3.3,0,never_treated,eurostat
EL,GRC,Greece,2009,3.4,0,never_treated,eurostat
EL,GRC,Greece,2010,3.3,0,never_treated,eurostat
ES,ESP,Spain,1986,8.4526,0,never_treated,who_spliced
ES,ESP,Spain,1987,8.4221,0,never_treated,who_spliced
ES,ESP,Spain,1988,8.8566,0,never_treated,who_spliced
ES,ESP,Spain,1989,8.8179,0,never_treated,who_spliced
ES,ESP,Spain,1990,8.4858,0,never_treated,who_spliced
ES,ESP,Spain,1991,8.3374,0,never_treated,who_spliced
ES,ESP,Spain,1992,7.8803,0,never_treated,who_spliced
ES,ESP,Spain,1993,8.6616,0,never_treated,who_spliced
ES,ESP,Spain,1994,9.0,0,never_treated,eurostat
ES,ESP,Spain,1995,8.8,0,never_treated,eurostat
ES,ESP,Spain,1996,9.1,0,never_treated,eurostat
ES,ESP,Spain,1997,9.2,0,never_treated,eurostat
ES,ESP,Spain,1998,8.7,0,never_treated,eurostat
ES,ESP,Spain,1999,8.6,0,never_treated,eurostat
ES,ESP,Spain,2000,8.9,0,never_treated,eurostat
ES,ESP,Spain,2001,8.2,0,never_treated,eurostat
ES,ESP,Spain,2002,8.5,0,never_treated,eurostat
ES,ESP,Spain,2003,8.5,0,never_treated,eurostat
ES,ESP,Spain,2004,8.4,0,never_treated,eurostat
ES,ESP,Spain,2005,8.0,0,never_treated,eurostat
ES,ESP,Spain,2006,7.5,0,never_treated,eurostat
ES,ESP,Spain,2007,7.4,0,never_treated,eurostat
ES,ESP,Spain,2008,7.7,0,never_treated,eurostat
ES,ESP,Spain,2009,7.5,0,never_treated,eurostat
ES,ESP,Spain,2010,6.8,0,never_treated,eurostat
HU,HUN,Hungary,1986,53.1503,0,never_treated,who_spliced
HU,HUN,Hungary,1987,52.8591,0,never_treated,who_spliced
HU,HUN,Hungary,1988,48.1907,0,never_treated,who_spliced
HU,HUN,Hungary,1989,48.3256,0,never_treated,who_spliced
HU,HUN,Hungary,1990,45.8364,0,never_treated,who_spliced
HU,HUN,Hungary,1991,44.2842,0,never_treated,who_spliced
HU,HUN,Hungary,1992,44.5041,0,never_treated,who_spliced
HU,HUN,Hungary,1993,40.8909,0,never_treated,who_spliced
HU,HUN,Hungary,1994,40.2,0,never_treated,eurostat
HU,HUN,Hungary,1995,37.2,0,never_treated,eurostat
HU,HUN,Hungary,1996,37.7,0,never_treated,eurostat
HU,HUN,Hungary,1997,35.5,0,never_treated,eurostat
HU,HUN,Hungary,1998,34.9,0,never_treated,eurostat
HU,HUN,Hungary,1999,36.1,0,never_treated,eurostat
HU,HUN,Hungary,2000,35.1,0,never_treated,eurostat
HU,HUN,Hungary,2001,31.9,0,never_treated,eurostat
HU,HUN,Hungary,2002,30.2,0,never_treated,eurostat
HU,HUN,Hungary,2003,29.8,0,never_treated,eurostat
HU,HUN,Hungary,2004,28.8,0,never_treated,eurostat
HU,HUN,Hungary,2005,27.5,0,never_treated,eurostat
HU,HUN,Hungary,2006,25.5,0,never_treated,eurostat
HU,HUN,Hungary,2007,25.6,0,never_treated,eurostat
HU,HUN,Hungary,2008,25.7,0,never_treated,eurostat
HU,HUN,Hungary,2009,25.3,0,never_treated,eurostat
HU,HUN,Hungary,2010,25.6,0,never_treated,eurostat
IE,IRL,Ireland,1986,8.8199,2005,treated,who_spliced
IE,IRL,Ireland,1987,7.5699,2005,treated,who_spliced
IE,IRL,Ireland,1988,8.2047,2005,treated,who_spliced
IE,IRL,Ireland,1989,8.5754,2005,treated,who_spliced
IE,IRL,Ireland,1990,10.4865,2005,treated,who_spliced
IE,IRL,Ireland,1991,10.6078,2005,treated,who_spliced
IE,IRL,Ireland,1992,10.948,2005,treated,who_spliced
IE,IRL,Ireland,1993,9.7492,2005,treated,who_spliced
IE,IRL,Ireland,1994,12.1,2005,treated,eurostat
IE,IRL,Ireland,1995,11.9,2005,treated,eurostat
IE,IRL,Ireland,1996,11.5,2005,treated,eurostat
IE,IRL,Ireland,1997,13.0,2005,treated,eurostat
IE,IRL,Ireland,1998,13.6,2005,treated,eurostat
IE,IRL,Ireland,1999,11.6,2005,treated,eurostat
IE,IRL,Ireland,2000,12.1,2005,treated,eurostat
IE,IRL,Ireland,2001,12.7,2005,treated,eurostat
IE,IRL,Ireland,2002,11.3,2005,treated,eurostat
IE,IRL,Ireland,2003,11.5,2005,treated,eurostat
IE,IRL,Ireland,2004,11.4,2005,treated,eurostat
IE,IRL,Ireland,2005,10.7,2005,treated,eurostat
IE,IRL,Ireland,2006,10.6,2005,treated,eurostat
IE,IRL,Ireland,2007,10.3,2005,treated,eurostat
IE,IRL,Ireland,2008,11.3,2005,treated,eurostat
IE,IRL,Ireland,2009,12.2,2005,treated,eurostat
IE,IRL,Ireland,2010,10.9,2005,treated,eurostat
IT,ITA,Italy,1986,8.8193,0,never_treated,who_spliced
IT,ITA,Italy,1987,8.4146,0,never_treated,who_spliced
IT,ITA,Italy,1988,8.058,0,never_treated,who_spliced
IT,ITA,Italy,1989,8.0102,0,never_treated,who_spliced
IT,ITA,Italy,1990,8.004,0,never_treated,who_spliced
IT,ITA,Italy,1991,8.0945,0,never_treated,who_spliced
IT,ITA,Italy,1992,8.3642,0,never_treated,who_spliced
IT,ITA,Italy,1993,8.5844,0,never_treated,who_spliced
IT,ITA,Italy,1994,8.4,0,never_treated,eurostat
IT,ITA,Italy,1995,8.4,0,never_treated,eurostat
IT,ITA,Italy,1996,8.5,0,never_treated,eurostat
IT,ITA,Italy,1997,8.4,0,never_treated,eurostat
IT,ITA,Italy,1998,8.1,0,never_treated,eurostat
IT,ITA,Italy,1999,7.3,0,never_treated,eurostat
IT,ITA,Italy,2000,7.3,0,never_treated,eurostat
IT,ITA,Italy,2001,7.1,0,never_treated,eurostat
IT,ITA,Italy,2002,7.1,0,never_treated,eurostat
IT,ITA,Italy,2003,7.0,0,never_treated,eurostat
IT,ITA,Italy,2004,6.8145,0,never_treated,who_filled
IT,ITA,Italy,2005,6.3938,0,never_treated,who_filled
IT,ITA,Italy,2006,6.1,0,never_treated,eurostat
IT,ITA,Italy,2007,6.2,0,never_treated,eurostat
IT,ITA,Italy,2008,6.3,0,never_treated,eurostat
IT,ITA,Italy,2009,6.4,0,never_treated,eurostat
IT,ITA,Italy,2010,6.3,0,never_treated,eurostat
LU,LUX,Luxembourg,1986,14.7878,0,never_treated,who_spliced
LU,LUX,Luxembourg,1987,21.9706,0,never_treated,who_spliced
LU,LUX,Luxembourg,1988,20.2911,0,never_treated,who_spliced
LU,LUX,Luxembourg,1989,21.7216,0,never_treated,who_spliced
LU,LUX,Luxembourg,1990,19.529,0,never_treated,who_spliced
LU,LUX,Luxembourg,1991,20.8944,0,never_treated,who_spliced
LU,LUX,Luxembourg,1992,15.6837,0,never_treated,who_spliced
LU,LUX,Luxembourg,1993,18.3425,0,never_treated,who_spliced
LU,LUX,Luxembourg,1994,20.3,0,never_treated,eurostat
LU,LUX,Luxembourg,1995,16.3,0,never_treated,eurostat
LU,LUX,Luxembourg,1996,18.8,0,never_treated,eurostat
LU,LUX,Luxembourg,1997,20.8,0,never_treated,eurostat
LU,LUX,Luxembourg,1998,15.9,0,never_treated,eurostat
LU,LUX,Luxembourg,1999,17.2,0,never_treated,eurostat
LU,LUX,Luxembourg,2000,15.9,0,never_treated,eurostat
LU,LUX,Luxembourg,2001,18.4,0,never_treated,eurostat
LU,LUX,Luxembourg,2002,21.6,0,never_treated,eurostat
LU,LUX,Luxembourg,2003,11.3,0,never_treated,eurostat
LU,LUX,Luxembourg,2004,14.4,0,never_treated,eurostat
LU,LUX,Luxembourg,2005,11.3,0,never_treated,eurostat
LU,LUX,Luxembourg,2006,14.3,0,never_treated,eurostat
LU,LUX,Luxembourg,2007,17.2,0,never_treated,eurostat
LU,LUX,Luxembourg,2008,9.1,0,never_treated,eurostat
LU,LUX,Luxembourg,2009,10.0,0,never_treated,eurostat
LU,LUX,Luxembourg,2010,10.9,0,never_treated,eurostat
NL,NLD,Netherlands,1986,11.9919,0,never_treated,who_spliced
NL,NLD,Netherlands,1987,11.9276,0,never_treated,who_spliced
NL,NLD,Netherlands,1988,11.093,0,never_treated,who_spliced
NL,NLD,Netherlands,1989,11.0761,0,never_treated,who_spliced
NL,NLD,Netherlands,1990,10.359,0,never_treated,who_spliced
NL,NLD,Netherlands,1991,11.3367,0,never_treated,who_spliced
NL,NLD,Netherlands,1992,11.0421,0,never_treated,who_spliced
NL,NLD,Netherlands,1993,10.8117,0,never_treated,who_spliced
NL,NLD,Netherlands,1994,11.1,0,never_treated,eurostat
NL,NLD,Netherlands,1995,10.4,0,never_treated,eurostat
NL,NLD,Netherlands,1996,10.8,0,never_treated,eurostat
NL,NLD,Netherlands,1997,10.7,0,never_treated,eurostat
NL,NLD,Netherlands,1998,10.2,0,never_treated,eurostat
NL,NLD,Netherlands,1999,10.1,0,never_treated,eurostat
NL,NLD,Netherlands,2000,10.0,0,never_treated,eurostat
NL,NLD,Netherlands,2001,9.6,0,never_treated,eurostat
NL,NLD,Netherlands,2002,10.1,0,never_treated,eurostat
NL,NLD,Netherlands,2003,9.7,0,never_treated,eurostat
NL,NLD,Netherlands,2004,9.6,0,never_treated,eurostat
NL,NLD,Netherlands,2005,9.9,0,never_treated,eurostat
NL,NLD,Netherlands,2006,9.6,0,never_treated,eurostat
NL,NLD,Netherlands,2007,8.5,0,never_treated,eurostat
NL,NLD,Netherlands,2008,9.0,0,never_treated,eurostat
NL,NLD,Netherlands,2009,9.4,0,never_treated,eurostat
NL,NLD,Netherlands,2010,9.7,0,never_treated,eurostat
NO,NOR,Norway,1986,14.6987,1995,treated,who_spliced
NO,NOR,Norway,1987,16.0939,1995,treated,who_spliced
NO,NOR,Norway,1988,17.6592,1995,treated,who_spliced
NO,NOR,Norway,1989,16.068,1995,treated,who_spliced
NO,NOR,Norway,1990,15.8395,1995,treated,who_spliced
NO,NOR,Norway,1991,16.2743,1995,treated,who_spliced
NO,NOR,Norway,1992,14.6847,1995,treated,who_spliced
NO,NOR,Norway,1993,13.8662,1995,treated,who_spliced
NO,NOR,Norway,1994,12.8,1995,treated,eurostat
NO,NOR,Norway,1995,13.1,1995,treated,eurostat
NO,NOR,Norway,1996,12.3,1995,treated,eurostat
NO,NOR,Norway,1997,12.9,1995,treated,eurostat
NO,NOR,Norway,1998,12.9,1995,treated,eurostat
NO,NOR,Norway,1999,13.7,1995,treated,eurostat
NO,NOR,Norway,2000,12.5,1995,treated,eurostat
NO,NOR,Norway,2001,12.8,1995,treated,eurostat
NO,NOR,Norway,2002,11.4,1995,treated,eurostat
NO,NOR,Norway,2003,11.4,1995,treated,eurostat
NO,NOR,Norway,2004,12.1,1995,treated,eurostat
NO,NOR,Norway,2005,11.8,1995,treated,eurostat
NO,NOR,Norway,2006,11.9,1995,treated,eurostat
NO,NOR,Norway,2007,10.8,1995,treated,eurostat
NO,NOR,Norway,2008,10.9,1995,treated,eurostat
NO,NOR,Norway,2009,12.3,1995,treated,eurostat
NO,NOR,Norway,2010,11.7,1995,treated,eurostat
PT,PRT,Portugal,1986,12.3229,0,never_treated,who_spliced
PT,PRT,Portugal,1987,12.5259,0,never_treated,who_spliced
PT,PRT,Portugal,1988,10.3595,0,never_treated,who_spliced
PT,PRT,Portugal,1989,9.2673,0,never_treated,who_spliced
PT,PRT,Portugal,1990,10.9462,0,never_treated,who_spliced
PT,PRT,Portugal,1991,11.7161,0,never_treated,who_spliced
PT,PRT,Portugal,1992,10.6212,0,never_treated,who_spliced
PT,PRT,Portugal,1993,9.3431,0,never_treated,who_spliced
PT,PRT,Portugal,1994,8.8,0,never_treated,eurostat
PT,PRT,Portugal,1995,9.2,0,never_treated,eurostat
PT,PRT,Portugal,1996,7.6,0,never_treated,eurostat
PT,PRT,Portugal,1997,7.0,0,never_treated,eurostat
PT,PRT,Portugal,1998,6.2,0,never_treated,eurostat
PT,PRT,Portugal,1999,6.1,0,never_treated,eurostat
PT,PRT,Portugal,2000,5.7,0,never_treated,eurostat
PT,PRT,Portugal,2001,8.0,0,never_treated,eurostat
PT,PRT,Portugal,2002,12.5,0,never_treated,eurostat
PT,PRT,Portugal,2003,11.9,0,never_treated,eurostat
PT,PRT,Portugal,2004,12.2,0,never_treated,eurostat
PT,PRT,Portugal,2005,9.2,0,never_treated,eurostat
PT,PRT,Portugal,2006,8.7,0,never_treated,eurostat
PT,PRT,Portugal,2007,10.1,0,never_treated,eurostat
PT,PRT,Portugal,2008,10.2,0,never_treated,eurostat
PT,PRT,Portugal,2009,9.9,0,never_treated,eurostat
PT,PRT,Portugal,2010,10.5,0,never_treated,eurostat
SE,SWE,Sweden,1986,20.1163,1995,treated,who_spliced
SE,SWE,Sweden,1987,19.5767,1995,treated,who_spliced
SE,SWE,Sweden,1988,20.1888,1995,treated,who_spliced
SE,SWE,Sweden,1989,19.98,1995,treated,who_spliced
SE,SWE,Sweden,1990,17.8799,1995,treated,who_spliced
SE,SWE,Sweden,1991,18.2537,1995,treated,who_spliced
SE,SWE,Sweden,1992,16.2089,1995,treated,who_spliced
SE,SWE,Sweden,1993,16.5264,1995,treated,who_spliced
SE,SWE,Sweden,1994,15.8,1995,treated,eurostat
SE,SWE,Sweden,1995,16.1,1995,treated,eurostat
SE,SWE,Sweden,1996,14.9,1995,treated,eurostat
SE,SWE,Sweden,1997,14.2,1995,treated,eurostat
SE,SWE,Sweden,1998,14.6,1995,treated,eurostat
SE,SWE,Sweden,1999,14.4,1995,treated,eurostat
SE,SWE,Sweden,2000,13.3,1995,treated,eurostat
SE,SWE,Sweden,2001,14.0,1995,treated,eurostat
SE,SWE,Sweden,2002,13.7,1995,treated,eurostat
SE,SWE,Sweden,2003,12.8,1995,treated,eurostat
SE,SWE,Sweden,2004,13.3,1995,treated,eurostat
SE,SWE,Sweden,2005,13.9,1995,treated,eurostat
SE,SWE,Sweden,2006,13.5,1995,treated,eurostat
SE,SWE,Sweden,2007,12.6,1995,treated,eurostat
SE,SWE,Sweden,2008,12.9,1995,treated,eurostat
SE,SWE,Sweden,2009,13.6,1995,treated,eurostat
SE,SWE,Sweden,2010,12.4,1995,treated,eurostat
SI,SVN,Slovenia,1986,35.8991,0,never_treated,who_spliced
SI,SVN,Slovenia,1987,36.9014,0,never_treated,who_spliced
SI,SVN,Slovenia,1988,37.611,0,never_treated,who_spliced
SI,SVN,Slovenia,1989,40.2327,0,never_treated,who_spliced
SI,SVN,Slovenia,1990,32.2785,0,never_treated,who_spliced
SI,SVN,Slovenia,1991,37.5019,0,never_treated,who_spliced
SI,SVN,Slovenia,1992,33.8016,0,never_treated,who_spliced
SI,SVN,Slovenia,1993,35.71,0,never_treated,who_spliced
SI,SVN,Slovenia,1994,34.6,0,never_treated,eurostat
SI,SVN,Slovenia,1995,31.1,0,never_treated,eurostat
SI,SVN,Slovenia,1996,33.7,0,never_treated,eurostat
SI,SVN,Slovenia,1997,32.2,0,never_treated,eurostat
SI,SVN,Slovenia,1998,33.0,0,never_treated,eurostat
SI,SVN,Slovenia,1999,32.0,0,never_treated,eurostat
SI,SVN,Slovenia,2000,32.0,0,never_treated,eurostat
SI,SVN,Slovenia,2001,31.2,0,never_treated,eurostat
SI,SVN,Slovenia,2002,28.3,0,never_treated,eurostat
SI,SVN,Slovenia,2003,29.6,0,never_treated,eurostat
SI,SVN,Slovenia,2004,25.9,0,never_treated,eurostat
SI,SVN,Slovenia,2005,25.8,0,never_treated,eurostat
SI,SVN,Slovenia,2006,27.1,0,never_treated,eurostat
SI,SVN,Slovenia,2007,22.0,0,never_treated,eurostat
SI,SVN,Slovenia,2008,20.3,0,never_treated,eurostat
SI,SVN,Slovenia,2009,21.9,0,never_treated,eurostat
SI,SVN,Slovenia,2010,20.3,0,never_treated,eurostat
UK,GBR,United Kingdom,1986,8.425,2002,treated,who_spliced
UK,GBR,United Kingdom,1987,8.0753,2002,treated,who_spliced
UK,GBR,United Kingdom,1988,8.7223,2002,treated,who_spliced
UK,GBR,United Kingdom,1989,7.6663,2002,treated,who_spliced
UK,GBR,United Kingdom,1990,8.2059,2002,treated,who_spliced
UK,GBR,United Kingdom,1991,8.0668,2002,treated,who_spliced
UK,GBR,United Kingdom,1992,8.1767,2002,treated,who_spliced
UK,GBR,United Kingdom,1993,7.8585,2002,treated,who_spliced
UK,GBR,United Kingdom,1994,7.8,2002,treated,eurostat
UK,GBR,United Kingdom,1995,7.6,2002,treated,eurostat
UK,GBR,United Kingdom,1996,7.3,2002,treated,eurostat
UK,GBR,United Kingdom,1997,7.3,2002,treated,eurostat
UK,GBR,United Kingdom,1998,7.6,2002,treated,eurostat
UK,GBR,United Kingdom,1999,7.8,2002,treated,eurostat
UK,GBR,United Kingdom,2000,7.4,2002,treated,eurostat
UK,GBR,United Kingdom,2001,7.1,2002,treated,eurostat
UK,GBR,United Kingdom,2002,7.0,2002,treated,eurostat
UK,GBR,United Kingdom,2003,6.8,2002,treated,eurostat
UK,GBR,United Kingdom,2004,7.1,2002,treated,eurostat
UK,GBR,United Kingdom,2005,6.8,2002,treated,eurostat
UK,GBR,United Kingdom,2006,6.9,2002,treated,eurostat
UK,GBR,United Kingdom,2007,6.5,2002,treated,eurostat
UK,GBR,United Kingdom,2008,7.0,2002,treated,eurostat
UK,GBR,United Kingdom,2009,6.9,2002,treated,eurostat
UK,GBR,United Kingdom,2010,6.8,2002,treated,eurostat
