geo,country,year,median_age
CZ,Czechia,1975,32.7
CZ,Czechia,1976,32.6
CZ,Czechia,1977,32.6
CZ,Czechia,1978,32.6
CZ,Czechia,1979,32.7
CZ,Czechia,1980,32.8
CZ,Czechia,1981,33.1
CZ,Czechia,1982,33.3
CZ,Czechia,1983,33.5
CZ,Czechia,1984,33.7
CZ,Czechia,1985,33.9
CZ,Czechia,1986,34.2
CZ,Czechia,1987,34.4
CZ,Czechia,1988,34.6
CZ,Czechia,1989,34.9
CZ,Czechia,1990,35.1
CZ,Czechia,1991,35.4
CZ,Czechia,1992,35.6
CZ,Czechia,1993,35.8
CZ,Czechia,1994,36.0
CZ,Czechia,1995,36.2
CZ,Czechia,1996,36.4
CZ,Czechia,1997,36.6
CZ,Czechia,1998,36.8
CZ,Czechia,1999,37.1
CZ,Czechia,2000,37.3
CZ,Czechia,2001,37.6
CZ,Czechia,2002,37.9
CZ,Czechia,2003,38.3
CZ,Czechia,2004,38.6
CZ,Czechia,2005,38.8
CZ,Czechia,2006,39.0
CZ,Czechia,2007,39.2
CZ,Czechia,2008,39.3
CZ,Czechia,2009,39.4
CZ,Czechia,2010,39.6
CZ,Czechia,2011,39.8
CZ,Czechia,2012,40.1
CZ,Czechia,2013,40.4
CZ,Czechia,2014,40.8
CZ,Czechia,2015,41.1
CZ,Czechia,2016,41.5
CZ,Czechia,2017,41.9
CZ,Czechia,2018,42.3
CZ,Czechia,2019,42.6
CZ,Czechia,2020,43.0
CZ,Czechia,2021,43.6
CZ,Czechia,2022,43.8
CZ,Czechia,2023,43.7
CZ,Czechia,2024,44.0
CZ,Czechia,2025,44.3
DE,Germany,1960,34.4
DE,Germany,1961,34.4
DE,Germany,1962,34.5
DE,Germany,1963,34.4
DE,Germany,1964,34.4
DE,Germany,1965,34.3
DE,Germany,1966,34.2
DE,Germany,1967,34.0
DE,Germany,1968,34.0
DE,Germany,1969,34.0
DE,Germany,1970,34.0
DE,Germany,1971,34.3
DE,Germany,1972,34.4
DE,Germany,1973,34.6
DE,Germany,1974,34.8
DE,Germany,1975,35.2
DE,Germany,1976,35.6
DE,Germany,1977,36.1
DE,Germany,1978,36.4
DE,Germany,1979,36.7
DE,Germany,1980,36.8
DE,Germany,1981,36.9
DE,Germany,1982,37.1
DE,Germany,1983,37.1
DE,Germany,1984,37.3
DE,Germany,1985,37.4
DE,Germany,1986,37.6
DE,Germany,1987,37.7
DE,Germany,1988,38.2
DE,Germany,1989,38.3
DE,Germany,1990,38.1
DE,Germany,1991,37.6
DE,Germany,1992,37.7
DE,Germany,1993,37.8
DE,Germany,1994,38.0
DE,Germany,1995,38.2
DE,Germany,1996,38.5
DE,Germany,1997,38.7
DE,Germany,1998,39.1
DE,Germany,1999,39.4
DE,Germany,2000,39.8
DE,Germany,2001,40.2
DE,Germany,2002,40.6
DE,Germany,2003,40.9
DE,Germany,2004,41.4
DE,Germany,2005,41.8
DE,Germany,2006,42.3
DE,Germany,2007,42.8
DE,Germany,2008,43.2
DE,Germany,2009,43.7
DE,Germany,2010,44.2
DE,Germany,2011,44.7
DE,Germany,2012,45.0
DE,Germany,2013,45.4
DE,Germany,2014,45.6
DE,Germany,2015,45.9
DE,Germany,2016,45.8
DE,Germany,2017,45.9
DE,Germany,2018,46.0
DE,Germany,2019,46.0
DE,Germany,2020,45.9
DE,Germany,2021,45.9
DE,Germany,2022,45.8
DE,Germany,2023,45.7
DE,Germany,2024,45.5
DE,Germany,2025,45.5
DE_TOT,Germany including former GDR,1960,34.8
DE_TOT,Germany including former GDR,1961,34.7
DE_TOT,Germany including former GDR,1962,34.8
DE_TOT,Germany including former GDR,1963,34.6
DE_TOT,Germany including former GDR,1964,34.5
DE_TOT,Germany including former GDR,1965,34.5
DE_TOT,Germany including former GDR,1966,34.3
DE_TOT,Germany including former GDR,1967,34.2
DE_TOT,Germany including former GDR,1968,34.1
DE_TOT,Germany including former GDR,1969,34.0
DE_TOT,Germany including former GDR,1970,34.0
DE_TOT,Germany including former GDR,1971,34.3
DE_TOT,Germany including former GDR,1972,34.4
DE_TOT,Germany including former GDR,1973,34.6
DE_TOT,Germany including former GDR,1974,34.8
DE_TOT,Germany including former GDR,1975,35.2
DE_TOT,Germany including former GDR,1976,35.6
DE_TOT,Germany including former GDR,1977,36.0
DE_TOT,Germany including former GDR,1978,36.3
DE_TOT,Germany including former GDR,1979,36.5
DE_TOT,Germany including former GDR,1980,36.6
DE_TOT,Germany including former GDR,1981,36.7
DE_TOT,Germany including former GDR,1982,36.7
DE_TOT,Germany including former GDR,1983,36.6
DE_TOT,Germany including former GDR,1984,36.7
DE_TOT,Germany including former GDR,1985,36.9
DE_TOT,Germany including former GDR,1986,37.0
DE_TOT,Germany including former GDR,1987,37.1
DE_TOT,Germany including former GDR,1988,37.5
DE_TOT,Germany including former GDR,1989,37.6
DE_TOT,Germany including former GDR,1990,37.6
DE_TOT,Germany including former GDR,1991,37.6
DE_TOT,Germany including former GDR,1992,37.7
DE_TOT,Germany including former GDR,1993,37.8
DE_TOT,Germany including former GDR,1994,38.0
DE_TOT,Germany including former GDR,1995,38.2
DE_TOT,Germany including former GDR,1996,38.5
DE_TOT,Germany including former GDR,1997,38.7
DE_TOT,Germany including former GDR,1998,39.1
DE_TOT,Germany including former GDR,1999,39.4
DE_TOT,Germany including former GDR,2000,39.8
DE_TOT,Germany including former GDR,2001,40.2
DE_TOT,Germany including former GDR,2002,40.6
DE_TOT,Germany including former GDR,2003,40.9
DE_TOT,Germany including former GDR,2004,41.4
DE_TOT,Germany including former GDR,2005,41.8
DE_TOT,Germany including former GDR,2006,42.3
DE_TOT,Germany including former GDR,2007,42.8
DE_TOT,Germany including former GDR,2008,43.2
DE_TOT,Germany including former GDR,2009,43.7
DE_TOT,Germany including former GDR,2010,44.2
DE_TOT,Germany including former GDR,2011,44.7
DE_TOT,Germany including former GDR,2012,45.0
DE_TOT,Germany including former GDR,2013,45.4
DE_TOT,Germany including former GDR,2014,45.6
DE_TOT,Germany including former GDR,2015,45.9
DE_TOT,Germany including former GDR,2016,45.8
DE_TOT,Germany including former GDR,2017,45.9
DE_TOT,Germany including former GDR,2018,46.0
DE_TOT,Germany including former GDR,2019,46.0
DE_TOT,Germany including former GDR,2020,45.9
DE_TOT,Germany including former GDR,2021,45.9
DE_TOT,Germany including former GDR,2022,45.8
DE_TOT,Germany including former GDR,2023,45.7
DE_TOT,Germany including former GDR,2024,45.5
DE_TOT,Germany including former GDR,2025,45.5
DK,Denmark,1960,33.0
DK,Denmark,1961,33.1
DK,Denmark,1962,33.1
DK,Denmark,1963,33.0
DK,Denmark,1964,33.0
DK,Denmark,1965,32.8
DK,Denmark,1966,32.7
DK,Denmark,1967,32.5
DK,Denmark,1968,32.4
DK,Denmark,1969,32.4
DK,Denmark,1970,32.5
DK,Denmark,1971,32.5
DK,Denmark,1972,32.5
DK,Denmark,1973,32.5
DK,Denmark,1974,32.6
DK,Denmark,1975,32.7
DK,Denmark,1976,32.9
DK,Denmark,1977,33.1
DK,Denmark,1978,33.5
DK,Denmark,1979,33.8
DK,Denmark,1980,34.1
DK,Denmark,1981,34.5
DK,Denmark,1982,34.9
DK,Denmark,1983,35.3
DK,Denmark,1984,35.6
DK,Denmark,1985,36.0
DK,Denmark,1986,36.2
DK,Denmark,1987,36.4
DK,Denmark,1988,36.6
DK,Denmark,1989,36.8
DK,Denmark,1990,37.0
DK,Denmark,1991,37.2
DK,Denmark,1992,37.3
DK,Denmark,1993,37.4
DK,Denmark,1994,37.6
DK,Denmark,1995,37.7
DK,Denmark,1996,37.7
DK,Denmark,1997,37.8
DK,Denmark,1998,37.9
DK,Denmark,1999,38.1
DK,Denmark,2000,38.2
DK,Denmark,2001,38.4
DK,Denmark,2002,38.6
DK,Denmark,2003,38.8
DK,Denmark,2004,39.1
DK,Denmark,2005,39.4
DK,Denmark,2006,39.7
DK,Denmark,2007,40.0
DK,Denmark,2008,40.2
DK,Denmark,2009,40.3
DK,Denmark,2010,40.5
DK,Denmark,2011,40.6
DK,Denmark,2012,40.8
DK,Denmark,2013,41.0
DK,Denmark,2014,41.3
DK,Denmark,2015,41.5
DK,Denmark,2016,41.5
DK,Denmark,2017,41.6
DK,Denmark,2018,41.8
DK,Denmark,2019,41.9
DK,Denmark,2020,42.1
DK,Denmark,2021,42.2
DK,Denmark,2022,42.3
DK,Denmark,2023,42.2
DK,Denmark,2024,42.2
DK,Denmark,2025,42.2
EA20,Euro area – 20 countries (2023-2025),2014,43.0
EA20,Euro area – 20 countries (2023-2025),2015,43.3
EA20,Euro area – 20 countries (2023-2025),2016,43.6
EA20,Euro area – 20 countries (2023-2025),2017,43.8
EA20,Euro area – 20 countries (2023-2025),2018,44.0
EA20,Euro area – 20 countries (2023-2025),2019,44.3
EA20,Euro area – 20 countries (2023-2025),2020,44.5
EA20,Euro area – 20 countries (2023-2025),2021,44.7
EA20,Euro area – 20 countries (2023-2025),2022,44.9
EA20,Euro area – 20 countries (2023-2025),2023,45.0
EA20,Euro area – 20 countries (2023-2025),2024,45.1
EA20,Euro area – 20 countries (2023-2025),2025,45.3
EA21,Euro area – 21 countries (from 2026),2025,45.3
EE,Estonia,1960,32.0
EE,Estonia,1961,32.3
EE,Estonia,1962,32.5
EE,Estonia,1963,32.6
EE,Estonia,1964,32.8
EE,Estonia,1965,33.0
EE,Estonia,1966,33.1
EE,Estonia,1967,33.3
EE,Estonia,1968,33.4
EE,Estonia,1969,33.5
EE,Estonia,1970,33.6
EE,Estonia,1971,33.7
EE,Estonia,1972,33.8
EE,Estonia,1973,34.0
EE,Estonia,1974,34.1
EE,Estonia,1975,34.2
EE,Estonia,1976,34.4
EE,Estonia,1977,34.4
EE,Estonia,1978,34.2
EE,Estonia,1979,33.9
EE,Estonia,1980,33.7
EE,Estonia,1981,33.7
EE,Estonia,1982,33.7
EE,Estonia,1983,33.8
EE,Estonia,1984,33.8
EE,Estonia,1985,33.8
EE,Estonia,1986,33.9
EE,Estonia,1987,33.9
EE,Estonia,1988,34.0
EE,Estonia,1989,34.1
EE,Estonia,1990,34.2
EE,Estonia,1991,34.5
EE,Estonia,1992,34.8
EE,Estonia,1993,35.3
EE,Estonia,1994,35.8
EE,Estonia,1995,36.2
EE,Estonia,1996,36.5
EE,Estonia,1997,36.8
EE,Estonia,1998,37.2
EE,Estonia,1999,37.5
EE,Estonia,2000,37.9
EE,Estonia,2001,38.2
EE,Estonia,2002,38.5
EE,Estonia,2003,38.7
EE,Estonia,2004,39.0
EE,Estonia,2005,39.2
EE,Estonia,2006,39.4
EE,Estonia,2007,39.6
EE,Estonia,2008,39.8
EE,Estonia,2009,39.9
EE,Estonia,2010,40.1
EE,Estonia,2011,40.4
EE,Estonia,2012,40.7
EE,Estonia,2013,41.0
EE,Estonia,2014,41.3
EE,Estonia,2015,41.4
EE,Estonia,2016,41.6
EE,Estonia,2017,41.8
EE,Estonia,2018,42.0
EE,Estonia,2019,42.1
EE,Estonia,2020,42.3
EE,Estonia,2021,42.5
EE,Estonia,2022,42.6
EE,Estonia,2023,42.3
EE,Estonia,2024,42.5
EE,Estonia,2025,42.9
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1985,34.1
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1990,35.2
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1991,35.4
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1992,35.7
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1993,35.9
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1994,36.2
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1995,36.5
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1996,36.8
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1997,37.0
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1998,37.3
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1999,37.6
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2000,38.0
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2001,38.3
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2002,38.6
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2003,38.9
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2004,39.2
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2005,39.5
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2006,39.8
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2007,40.1
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2008,40.4
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2009,40.7
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,41.0
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2011,41.3
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2012,41.6
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2013,41.8
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,42.6
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,42.8
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,43.0
EEA30_2007,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2019,43.3
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,38.3
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,38.6
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,38.9
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,39.2
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,39.5
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,39.8
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,40.1
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,40.4
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,40.7
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,41.0
EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,41.3
